"school_id","school_name","address","city","state","zip_code","class_id","school_id-2","class_name","city-2","schedule_time","room_number","teacher_id","school_id-3","first_name","last_name","subject","hire_date","enrollment_id","school_id-4","boy_id","girl_id","enrollment_date","student_id","school_id-5","first_name-2","last_name-2","date_of_birth","grade_level","subject_id","school_id-6","subject_name","description","credits","teacher_name"
281,"School 281","Address 281","City 1","State 1","ZIP00281",280,281,"Class 280","City 0","12:40:00","Room 30",280,281,"TeacherFirstName280","TeacherLastName280","Subject 0","2010-10-08",280,281,281,781,"2022-10-08",280,281,"FirstName280","LastName280","2000-10-07",5,1280,281,"Unique Subject 1280","Unique description for subject 1280",1,"Teacher 1280"
282,"School 282","Address 282","City 2","State 2","ZIP00282",281,282,"Class 281","City 1","12:41:00","Room 31",281,282,"TeacherFirstName281","TeacherLastName281","Subject 1","2010-10-09",281,282,282,782,"2022-10-09",281,282,"FirstName281","LastName281","2000-10-08",6,1281,282,"Unique Subject 1281","Unique description for subject 1281",2,"Teacher 1281"
283,"School 283","Address 283","City 3","State 3","ZIP00283",282,283,"Class 282","City 2","12:42:00","Room 32",282,283,"TeacherFirstName282","TeacherLastName282","Subject 2","2010-10-10",282,283,283,783,"2022-10-10",282,283,"FirstName282","LastName282","2000-10-09",7,1282,283,"Unique Subject 1282","Unique description for subject 1282",3,"Teacher 1282"
284,"School 284","Address 284","City 4","State 4","ZIP00284",283,284,"Class 283","City 3","12:43:00","Room 33",283,284,"TeacherFirstName283","TeacherLastName283","Subject 3","2010-10-11",283,284,284,784,"2022-10-11",283,284,"FirstName283","LastName283","2000-10-10",8,1283,284,"Unique Subject 1283","Unique description for subject 1283",4,"Teacher 1283"
285,"School 285","Address 285","City 5","State 0","ZIP00285",284,285,"Class 284","City 4","12:44:00","Room 34",284,285,"TeacherFirstName284","TeacherLastName284","Subject 4","2010-10-12",284,285,285,785,"2022-10-12",284,285,"FirstName284","LastName284","2000-10-11",9,1284,285,"Unique Subject 1284","Unique description for subject 1284",5,"Teacher 1284"
286,"School 286","Address 286","City 6","State 1","ZIP00286",285,286,"Class 285","City 5","12:45:00","Room 35",285,286,"TeacherFirstName285","TeacherLastName285","Subject 5","2010-10-13",285,286,286,786,"2022-10-13",285,286,"FirstName285","LastName285","2000-10-12",10,1285,286,"Unique Subject 1285","Unique description for subject 1285",1,"Teacher 1285"
287,"School 287","Address 287","City 7","State 2","ZIP00287",286,287,"Class 286","City 6","12:46:00","Room 36",286,287,"TeacherFirstName286","TeacherLastName286","Subject 6","2010-10-14",286,287,287,787,"2022-10-14",286,287,"FirstName286","LastName286","2000-10-13",11,1286,287,"Unique Subject 1286","Unique description for subject 1286",2,"Teacher 1286"
288,"School 288","Address 288","City 8","State 3","ZIP00288",287,288,"Class 287","City 7","12:47:00","Room 37",287,288,"TeacherFirstName287","TeacherLastName287","Subject 7","2010-10-15",287,288,288,788,"2022-10-15",287,288,"FirstName287","LastName287","2000-10-14",12,1287,288,"Unique Subject 1287","Unique description for subject 1287",3,"Teacher 1287"
289,"School 289","Address 289","City 9","State 4","ZIP00289",288,289,"Class 288","City 8","12:48:00","Room 38",288,289,"TeacherFirstName288","TeacherLastName288","Subject 8","2010-10-16",288,289,289,789,"2022-10-16",288,289,"FirstName288","LastName288","2000-10-15",1,1288,289,"Unique Subject 1288","Unique description for subject 1288",4,"Teacher 1288"
290,"School 290","Address 290","City 0","State 0","ZIP00290",289,290,"Class 289","City 9","12:49:00","Room 39",289,290,"TeacherFirstName289","TeacherLastName289","Subject 9","2010-10-17",289,290,290,790,"2022-10-17",289,290,"FirstName289","LastName289","2000-10-16",2,1289,290,"Unique Subject 1289","Unique description for subject 1289",5,"Teacher 1289"
291,"School 291","Address 291","City 1","State 1","ZIP00291",290,291,"Class 290","City 0","12:50:00","Room 40",290,291,"TeacherFirstName290","TeacherLastName290","Subject 0","2010-10-18",290,291,291,791,"2022-10-18",290,291,"FirstName290","LastName290","2000-10-17",3,1290,291,"Unique Subject 1290","Unique description for subject 1290",1,"Teacher 1290"
292,"School 292","Address 292","City 2","State 2","ZIP00292",291,292,"Class 291","City 1","12:51:00","Room 41",291,292,"TeacherFirstName291","TeacherLastName291","Subject 1","2010-10-19",291,292,292,792,"2022-10-19",291,292,"FirstName291","LastName291","2000-10-18",4,1291,292,"Unique Subject 1291","Unique description for subject 1291",2,"Teacher 1291"
293,"School 293","Address 293","City 3","State 3","ZIP00293",292,293,"Class 292","City 2","12:52:00","Room 42",292,293,"TeacherFirstName292","TeacherLastName292","Subject 2","2010-10-20",292,293,293,793,"2022-10-20",292,293,"FirstName292","LastName292","2000-10-19",5,1292,293,"Unique Subject 1292","Unique description for subject 1292",3,"Teacher 1292"
294,"School 294","Address 294","City 4","State 4","ZIP00294",293,294,"Class 293","City 3","12:53:00","Room 43",293,294,"TeacherFirstName293","TeacherLastName293","Subject 3","2010-10-21",293,294,294,794,"2022-10-21",293,294,"FirstName293","LastName293","2000-10-20",6,1293,294,"Unique Subject 1293","Unique description for subject 1293",4,"Teacher 1293"
295,"School 295","Address 295","City 5","State 0","ZIP00295",294,295,"Class 294","City 4","12:54:00","Room 44",294,295,"TeacherFirstName294","TeacherLastName294","Subject 4","2010-10-22",294,295,295,795,"2022-10-22",294,295,"FirstName294","LastName294","2000-10-21",7,1294,295,"Unique Subject 1294","Unique description for subject 1294",5,"Teacher 1294"
296,"School 296","Address 296","City 6","State 1","ZIP00296",295,296,"Class 295","City 5","12:55:00","Room 45",295,296,"TeacherFirstName295","TeacherLastName295","Subject 5","2010-10-23",295,296,296,796,"2022-10-23",295,296,"FirstName295","LastName295","2000-10-22",8,1295,296,"Unique Subject 1295","Unique description for subject 1295",1,"Teacher 1295"
297,"School 297","Address 297","City 7","State 2","ZIP00297",296,297,"Class 296","City 6","12:56:00","Room 46",296,297,"TeacherFirstName296","TeacherLastName296","Subject 6","2010-10-24",296,297,297,797,"2022-10-24",296,297,"FirstName296","LastName296","2000-10-23",9,1296,297,"Unique Subject 1296","Unique description for subject 1296",2,"Teacher 1296"
298,"School 298","Address 298","City 8","State 3","ZIP00298",297,298,"Class 297","City 7","12:57:00","Room 47",297,298,"TeacherFirstName297","TeacherLastName297","Subject 7","2010-10-25",297,298,298,798,"2022-10-25",297,298,"FirstName297","LastName297","2000-10-24",10,1297,298,"Unique Subject 1297","Unique description for subject 1297",3,"Teacher 1297"
299,"School 299","Address 299","City 9","State 4","ZIP00299",298,299,"Class 298","City 8","12:58:00","Room 48",298,299,"TeacherFirstName298","TeacherLastName298","Subject 8","2010-10-26",298,299,299,799,"2022-10-26",298,299,"FirstName298","LastName298","2000-10-25",11,1298,299,"Unique Subject 1298","Unique description for subject 1298",4,"Teacher 1298"
300,"School 300","Address 300","City 0","State 0","ZIP00300",299,300,"Class 299","City 9","12:59:00","Room 49",299,300,"TeacherFirstName299","TeacherLastName299","Subject 9","2010-10-27",299,300,300,800,"2022-10-27",299,300,"FirstName299","LastName299","2000-10-26",12,1299,300,"Unique Subject 1299","Unique description for subject 1299",5,"Teacher 1299"
301,"School 301","Address 301","City 1","State 1","ZIP00301",300,301,"Class 300","City 0","13:00:00","Room 0",300,301,"TeacherFirstName300","TeacherLastName300","Subject 0","2010-10-28",300,301,301,801,"2022-10-28",300,301,"FirstName300","LastName300","2000-10-27",1,1300,301,"Unique Subject 1300","Unique description for subject 1300",1,"Teacher 1300"
302,"School 302","Address 302","City 2","State 2","ZIP00302",301,302,"Class 301","City 1","13:01:00","Room 1",301,302,"TeacherFirstName301","TeacherLastName301","Subject 1","2010-10-29",301,302,302,802,"2022-10-29",301,302,"FirstName301","LastName301","2000-10-28",2,1301,302,"Unique Subject 1301","Unique description for subject 1301",2,"Teacher 1301"
303,"School 303","Address 303","City 3","State 3","ZIP00303",302,303,"Class 302","City 2","13:02:00","Room 2",302,303,"TeacherFirstName302","TeacherLastName302","Subject 2","2010-10-30",302,303,303,803,"2022-10-30",302,303,"FirstName302","LastName302","2000-10-29",3,1302,303,"Unique Subject 1302","Unique description for subject 1302",3,"Teacher 1302"
304,"School 304","Address 304","City 4","State 4","ZIP00304",303,304,"Class 303","City 3","13:03:00","Room 3",303,304,"TeacherFirstName303","TeacherLastName303","Subject 3","2010-10-31",303,304,304,804,"2022-10-31",303,304,"FirstName303","LastName303","2000-10-30",4,1303,304,"Unique Subject 1303","Unique description for subject 1303",4,"Teacher 1303"
305,"School 305","Address 305","City 5","State 0","ZIP00305",304,305,"Class 304","City 4","13:04:00","Room 4",304,305,"TeacherFirstName304","TeacherLastName304","Subject 4","2010-11-01",304,305,305,805,"2022-11-01",304,305,"FirstName304","LastName304","2000-10-31",5,1304,305,"Unique Subject 1304","Unique description for subject 1304",5,"Teacher 1304"
306,"School 306","Address 306","City 6","State 1","ZIP00306",305,306,"Class 305","City 5","13:05:00","Room 5",305,306,"TeacherFirstName305","TeacherLastName305","Subject 5","2010-11-02",305,306,306,806,"2022-11-02",305,306,"FirstName305","LastName305","2000-11-01",6,1305,306,"Unique Subject 1305","Unique description for subject 1305",1,"Teacher 1305"
307,"School 307","Address 307","City 7","State 2","ZIP00307",306,307,"Class 306","City 6","13:06:00","Room 6",306,307,"TeacherFirstName306","TeacherLastName306","Subject 6","2010-11-03",306,307,307,807,"2022-11-03",306,307,"FirstName306","LastName306","2000-11-02",7,1306,307,"Unique Subject 1306","Unique description for subject 1306",2,"Teacher 1306"
308,"School 308","Address 308","City 8","State 3","ZIP00308",307,308,"Class 307","City 7","13:07:00","Room 7",307,308,"TeacherFirstName307","TeacherLastName307","Subject 7","2010-11-04",307,308,308,808,"2022-11-04",307,308,"FirstName307","LastName307","2000-11-03",8,1307,308,"Unique Subject 1307","Unique description for subject 1307",3,"Teacher 1307"
309,"School 309","Address 309","City 9","State 4","ZIP00309",308,309,"Class 308","City 8","13:08:00","Room 8",308,309,"TeacherFirstName308","TeacherLastName308","Subject 8","2010-11-05",308,309,309,809,"2022-11-05",308,309,"FirstName308","LastName308","2000-11-04",9,1308,309,"Unique Subject 1308","Unique description for subject 1308",4,"Teacher 1308"
310,"School 310","Address 310","City 0","State 0","ZIP00310",309,310,"Class 309","City 9","13:09:00","Room 9",309,310,"TeacherFirstName309","TeacherLastName309","Subject 9","2010-11-06",309,310,310,810,"2022-11-06",309,310,"FirstName309","LastName309","2000-11-05",10,1309,310,"Unique Subject 1309","Unique description for subject 1309",5,"Teacher 1309"
311,"School 311","Address 311","City 1","State 1","ZIP00311",310,311,"Class 310","City 0","13:10:00","Room 10",310,311,"TeacherFirstName310","TeacherLastName310","Subject 0","2010-11-07",310,311,311,811,"2022-11-07",310,311,"FirstName310","LastName310","2000-11-06",11,1310,311,"Unique Subject 1310","Unique description for subject 1310",1,"Teacher 1310"
312,"School 312","Address 312","City 2","State 2","ZIP00312",311,312,"Class 311","City 1","13:11:00","Room 11",311,312,"TeacherFirstName311","TeacherLastName311","Subject 1","2010-11-08",311,312,312,812,"2022-11-08",311,312,"FirstName311","LastName311","2000-11-07",12,1311,312,"Unique Subject 1311","Unique description for subject 1311",2,"Teacher 1311"
313,"School 313","Address 313","City 3","State 3","ZIP00313",312,313,"Class 312","City 2","13:12:00","Room 12",312,313,"TeacherFirstName312","TeacherLastName312","Subject 2","2010-11-09",312,313,313,813,"2022-11-09",312,313,"FirstName312","LastName312","2000-11-08",1,1312,313,"Unique Subject 1312","Unique description for subject 1312",3,"Teacher 1312"
314,"School 314","Address 314","City 4","State 4","ZIP00314",313,314,"Class 313","City 3","13:13:00","Room 13",313,314,"TeacherFirstName313","TeacherLastName313","Subject 3","2010-11-10",313,314,314,814,"2022-11-10",313,314,"FirstName313","LastName313","2000-11-09",2,1313,314,"Unique Subject 1313","Unique description for subject 1313",4,"Teacher 1313"
315,"School 315","Address 315","City 5","State 0","ZIP00315",314,315,"Class 314","City 4","13:14:00","Room 14",314,315,"TeacherFirstName314","TeacherLastName314","Subject 4","2010-11-11",314,315,315,815,"2022-11-11",314,315,"FirstName314","LastName314","2000-11-10",3,1314,315,"Unique Subject 1314","Unique description for subject 1314",5,"Teacher 1314"
316,"School 316","Address 316","City 6","State 1","ZIP00316",315,316,"Class 315","City 5","13:15:00","Room 15",315,316,"TeacherFirstName315","TeacherLastName315","Subject 5","2010-11-12",315,316,316,816,"2022-11-12",315,316,"FirstName315","LastName315","2000-11-11",4,1315,316,"Unique Subject 1315","Unique description for subject 1315",1,"Teacher 1315"
317,"School 317","Address 317","City 7","State 2","ZIP00317",316,317,"Class 316","City 6","13:16:00","Room 16",316,317,"TeacherFirstName316","TeacherLastName316","Subject 6","2010-11-13",316,317,317,817,"2022-11-13",316,317,"FirstName316","LastName316","2000-11-12",5,1316,317,"Unique Subject 1316","Unique description for subject 1316",2,"Teacher 1316"
318,"School 318","Address 318","City 8","State 3","ZIP00318",317,318,"Class 317","City 7","13:17:00","Room 17",317,318,"TeacherFirstName317","TeacherLastName317","Subject 7","2010-11-14",317,318,318,818,"2022-11-14",317,318,"FirstName317","LastName317","2000-11-13",6,1317,318,"Unique Subject 1317","Unique description for subject 1317",3,"Teacher 1317"
319,"School 319","Address 319","City 9","State 4","ZIP00319",318,319,"Class 318","City 8","13:18:00","Room 18",318,319,"TeacherFirstName318","TeacherLastName318","Subject 8","2010-11-15",318,319,319,819,"2022-11-15",318,319,"FirstName318","LastName318","2000-11-14",7,1318,319,"Unique Subject 1318","Unique description for subject 1318",4,"Teacher 1318"
320,"School 320","Address 320","City 0","State 0","ZIP00320",319,320,"Class 319","City 9","13:19:00","Room 19",319,320,"TeacherFirstName319","TeacherLastName319","Subject 9","2010-11-16",319,320,320,820,"2022-11-16",319,320,"FirstName319","LastName319","2000-11-15",8,1319,320,"Unique Subject 1319","Unique description for subject 1319",5,"Teacher 1319"
321,"School 321","Address 321","City 1","State 1","ZIP00321",320,321,"Class 320","City 0","13:20:00","Room 20",320,321,"TeacherFirstName320","TeacherLastName320","Subject 0","2010-11-17",320,321,321,821,"2022-11-17",320,321,"FirstName320","LastName320","2000-11-16",9,1320,321,"Unique Subject 1320","Unique description for subject 1320",1,"Teacher 1320"
322,"School 322","Address 322","City 2","State 2","ZIP00322",321,322,"Class 321","City 1","13:21:00","Room 21",321,322,"TeacherFirstName321","TeacherLastName321","Subject 1","2010-11-18",321,322,322,822,"2022-11-18",321,322,"FirstName321","LastName321","2000-11-17",10,1321,322,"Unique Subject 1321","Unique description for subject 1321",2,"Teacher 1321"
323,"School 323","Address 323","City 3","State 3","ZIP00323",322,323,"Class 322","City 2","13:22:00","Room 22",322,323,"TeacherFirstName322","TeacherLastName322","Subject 2","2010-11-19",322,323,323,823,"2022-11-19",322,323,"FirstName322","LastName322","2000-11-18",11,1322,323,"Unique Subject 1322","Unique description for subject 1322",3,"Teacher 1322"
324,"School 324","Address 324","City 4","State 4","ZIP00324",323,324,"Class 323","City 3","13:23:00","Room 23",323,324,"TeacherFirstName323","TeacherLastName323","Subject 3","2010-11-20",323,324,324,824,"2022-11-20",323,324,"FirstName323","LastName323","2000-11-19",12,1323,324,"Unique Subject 1323","Unique description for subject 1323",4,"Teacher 1323"
325,"School 325","Address 325","City 5","State 0","ZIP00325",324,325,"Class 324","City 4","13:24:00","Room 24",324,325,"TeacherFirstName324","TeacherLastName324","Subject 4","2010-11-21",324,325,325,825,"2022-11-21",324,325,"FirstName324","LastName324","2000-11-20",1,1324,325,"Unique Subject 1324","Unique description for subject 1324",5,"Teacher 1324"
326,"School 326","Address 326","City 6","State 1","ZIP00326",325,326,"Class 325","City 5","13:25:00","Room 25",325,326,"TeacherFirstName325","TeacherLastName325","Subject 5","2010-11-22",325,326,326,826,"2022-11-22",325,326,"FirstName325","LastName325","2000-11-21",2,1325,326,"Unique Subject 1325","Unique description for subject 1325",1,"Teacher 1325"
327,"School 327","Address 327","City 7","State 2","ZIP00327",326,327,"Class 326","City 6","13:26:00","Room 26",326,327,"TeacherFirstName326","TeacherLastName326","Subject 6","2010-11-23",326,327,327,827,"2022-11-23",326,327,"FirstName326","LastName326","2000-11-22",3,1326,327,"Unique Subject 1326","Unique description for subject 1326",2,"Teacher 1326"
